;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity
29.06.2012;8133;1989;1448;7055;771,1;1149;6311;552;1031;3647;497;2672;3014;2145;3238;451;756;46249;3080;2848;2489;1483;5449;2077;2972;#N/A N/A;2792;1872;1468;3727;10189;2185;1771;7677;1483,1;1257;6463;908;1389;4245;1663;3973;6161;2885;4436;451;974;46249;3310;9915;2920;1727;9314;4739;3685;#N/A N/A;3088;10217;1847;4021;-12310;-1005;-360;-4662;-685,6;-1173;-2037;-585;-811;-4126;-1968;1194;-3262;-689;-1684;214;-484;-65962;-3719;-5517;-298;-12168;-3911;-1765;-3677;#N/A N/A;2429;-3756;-599;-887;-55;-1263;-1792;-2465;-602;-568;-2651;-736;398;-17492;2544;-4722;-3081;-1553;-3723;-693;-194;4977;-4601;-2071;-526;10129;-1311;-2180;-1335;#N/A N/A;-2179;-7329;-337;-3037;-2056;-196;-323;-622;-712;-108;-152;-356;-358;-598;-1166;-1301;-3147;-740;-1198;0;-218;0;-230;-7067;-431;-244;-3865;-2662;-713;#N/A N/A;-296;-8345;-379;-294
28.09.2012;5675;-619;787;7881;1246,2;1228;1625;1168;987;4298;9;1965;913;602;3566;1501;428;-16659;3603;240;2725;1327;5602;2260;2996;#N/A N/A;2200;5416;320;4718;9136;-298;1123;8484;1999,4;1369;1790;1596;1345;4980;1240;2770;4312;1535;4513;1501;535;-16659;3872;7730;3139;1644;9487;5147;3662;#N/A N/A;2465;13442;768;5003;-4313;-1057;-406;-7719;-723,7;-471;-1113;-1005;-1280;-1937;-848;-739;-3654;-1289;-998;-1077;221;-3759;-1215;-7242;-1839;-6068;-7841;-4852;-1839;#N/A N/A;-6530;-7492;-4310;57;-2022;-1307;-973;-2667;-1581,8;-382;4049;-314;-344;-1599;194;-1165;50;-1233;-2470;-434;-908;28895;414;-384;-692;4671;-1933;-1998;-1545;#N/A N/A;-961;-10697;2844;-3585;-3461;-321;-336;-603;-753,2;-141;-165;-428;-358;-682;-1231;-805;-3399;-933;-947;0;-107;0;-269;-7490;-414;-317;-3885;-2887;-666;#N/A N/A;-265;-8026;-448;-285
31.12.2012;21109;1398;1166;3850;854,5;-2924;596;3672;1231;2224;416;3125;12693;599;5346;464;567;-4511;-3820;2294;1031;1332;1868;3522;1996;#N/A N/A;3062;3167;265;4454;23426;1682;1591;4780;1850,1;-2824;850;4167;1738;3376;1966;3849;25591;1144;6346;464;710;-4511;-3532;12780;1809;1973;6728;6026;2805;#N/A N/A;3349;13224;601;4948;-13521;-4189;-445;-2593;-1160,6;-865;-106;836;-552;-2503;-1838;-1618;-12637;-2465;-951;186;-61;-50104;-3559;-10075;-4398;2526;-5077;-5332;-1005;#N/A N/A;-666;-9002;-809;6533;-4497;1997;-1206;-1206;-531,9;2949;8286;-1244;-1332;-1448;-327;-890;-11723;1141;-3751;-540;-523;54995;4198;-3079;-1320;-5960;-8272;4264;-2973;#N/A N/A;-609;-7695;740;-5906;-2317;-284;-425;-930;-995,6;-100;-254;-495;-507;-1152;-1550;-724;-12898;-545;-1000;0;-143;0;-288;-10486;-778;-641;-4860;-2504;-809;#N/A N/A;-287;-10057;-336;-494
28.03.2013;10496;730;2419;8736;1098,2;1533;-5869;3;670;1691;192;2965;1926;1586;3309;530;272;19964;7343;-2478;1990;399;3929;2111;-20;#N/A N/A;2769;6098;953;2101;12504;1053;2697;9666;1686,9;1644;-5698;524;994;2277;1424;3862;4894;2160;4023;530;447;19964;7547;5714;2341;694;7531;4285;478;#N/A N/A;3094;13592;1198;2303;-14357;-904;-276;-7660;-524,5;416;-953;-814;-405;-1403;-1459;-2318;-2982;-525;-1013;303;126;-55455;32;-8459;-1153;288;-3599;-5317;-1218;#N/A N/A;-3457;-10054;-363;-10926;-2248;1483;-578;-2783;-1629,2;-2017;-2685;-1716;-544;-930;527;-2311;-838;-890;-2837;-920;-307;27292;-1865;-820;-1615;-1037;-1550;-1748;1460;#N/A N/A;-1362;-6906;-233;434;-2008;-323;-278;-930;-588,7;-111;-171;-521;-324;-586;-1232;-897;-2968;-574;-714;0;-175;0;-204;-8192;-351;-295;-3602;-2174;-498;#N/A N/A;-325;-7494;-245;-202
28.06.2013;5943;1172;1700;4109;910,4;2035;11174;3012;1285;4280;2204;2810;3259;2723;2314;722;1167;68520;2411;-53;1925;1591;5603;1999;2907;#N/A N/A;3669;-968;1086;3448;7828;1474;2021;5903;1509,8;2157;11332;3467;1679;5051;3169;4392;6357;3413;3174;722;1340;68520;2682;8520;2338;1960;9617;4722;3478;#N/A N/A;3986;7683;1379;3757;-6507;-114;-320;-5839;-556,1;-905;-707;-2557;-335;-569;-1341;-1620;-3055;-672;-863;-211;-1226;-86790;-1962;-8012;-1135;171;-4236;-5512;-1490;#N/A N/A;-1115;-8493;-333;843;-2126;-3744;-2619;-1500;-544,6;-1176;-1560;-551;-1330;-2030;-1700;-2701;-3141;-2761;-3338;-446;729;1960;-5555;2748;863;-2003;-9068;-1130;-1744;#N/A N/A;-68;-795;-483;-4056;-1885;-302;-321;-1794;-599,4;-122;-158;-455;-394;-771;-965;-1582;-3098;-690;-860;0;-173;0;-271;-8573;-413;-369;-4014;-2723;-571;#N/A N/A;-317;-8651;-293;-309
30.09.2013;7953;3035;898;6974;1363,4;1907;-3540;2324;747;5138;2052;1319;-1371;1748;2776;1637;373;26383;-2186;709;3594;1251;7048;2865;3200;#N/A N/A;2334;4333;785;5622;9908;3396;1263;8205;2050,5;2045;-3371;2808;1151;5947;3018;2044;2069;2735;3761;1637;618;26383;-2026;10316;3949;1634;11239;5731;3756;#N/A N/A;2649;13431;1123;5900;611;-1255;-349;-4614;-585,6;190;-4155;-711;38;-1553;-1278;-846;-3104;-1014;-2547;-1199;-694;-46856;463;-9307;-2037;-707;-2188;-3323;-275;#N/A N/A;-2755;-8942;-491;-603;-7508;-1509;520;-3372;-1199;-1502;606;-750;-1791;-4497;-1493;-1023;755;-1722;-698;-451;-600;21923;720;-4625;-2912;-1215;45871;-1305;-1769;#N/A N/A;-2565;-3788;-1520;-5681;-1955;-361;-365;-1231;-687,1;-138;-169;-484;-404;-809;-966;-725;-3440;-987;-985;0;-245;0;-160;-9607;-355;-383;-4191;-2866;-556;#N/A N/A;-315;-9098;-338;-278
31.12.2013;20685;747;1222;2681;969,5;1421;2072;742;1450;2710;1297;2361;6328;554;5461;927;126;-7108;-27;-1161;2597;2067;5634;3090;1905;#N/A N/A;2611;1782;-231;5307;22670;1068;1647;4413;1873,5;1541;2280;1380;1993;4139;2580;3299;9937;1212;6525;927;330;-7108;344;10452;3026;2589;10431;6038;2830;#N/A N/A;2873;10208;133;5724;-15103;-816;-562;-1025;-1007,6;-276;-2913;-1072;-154;-1578;-968;-950;-3385;-527;-2902;197;-495;38600;-5802;-9831;1177;-865;-4810;-3921;-1231;#N/A N/A;565;-6712;-925;142;-7749;-1262;-4009;2648;-611,5;-1330;-3712;-1261;-1598;1162;-1888;-1542;-8007;-219;-2981;-1125;-410;-22385;2658;-1390;-2672;-1726;-8803;-1324;-2303;#N/A N/A;-3353;-4162;-345;-5735;-1985;-321;-425;-1732;-904;-120;-208;-638;-543;-1429;-1283;-938;-3609;-658;-1064;0;-204;0;-371;-11613;-429;-522;-4797;-2948;-925;#N/A N/A;-262;-8426;-364;-417
31.03.2014;12156;1055;2281;8907;1338,5;1832;-4385;615;799;3293;1158;3165;3782;1826;2477;703;516;14667;3059;-127;2156;1002;2989;812;617;#N/A N/A;2825;7775;877;2643;13538;1408;2568;10099;1907,3;1929;-4221;1112;1092;3923;1897;4109;5939;2527;3326;703;737;14667;3285;8417;2361;1335;7139;3501;1066;#N/A N/A;3198;15103;1104;2935;11741;-603;-280;-4284;-608,2;170;-3203;406;-287;-2026;-948;-902;-2121;-484;35;75;-42;-68410;1557;-8580;-3807;-442;-4531;-2749;-2213;#N/A N/A;-2948;-6306;-243;-98;-20407;-567;-1706;-4302;-1354;-2400;5149;-3664;-1432;-3102;-1685;-1954;-5087;-2362;-4668;-812;-917;40293;-3588;-470;1653;-1035;-53229;-1649;-136;#N/A N/A;652;-7840;-53;-2158;-1382;-353;-287;-1192;-568,8;-97;-164;-497;-293;-630;-739;-944;-2157;-701;-849;0;-221;0;-226;-8544;-205;-333;-4150;-2689;-449;#N/A N/A;-373;-7328;-227;-292
30.06.2014;7877;651;2373;8184;897,4;1833;340;1360;1299;4692;1441;3265;3005;2047;2673;625;1120;-4371;1280;-1050;2013;1336;3321;2625;2823;#N/A N/A;3287;1660;1006;3809;10255;1014;2717;9514;1487;1942;529;1809;1640;5529;2237;4506;5961;2936;3581;625;1330;-4371;1600;7881;2315;1742;7665;5453;3404;#N/A N/A;3612;10202;1272;4087;-22214;-275;-223;-8910;-615,1;-336;-3610;875;-292;-8092;-1434;-1402;-2219;-1281;-1001;412;39;-29528;-3133;-7198;-49;-431;-1815;-4266;-915;#N/A N/A;-1505;-4177;-377;-1507;5987;-1841;-789;-3507;54,9;-1368;1206;-2093;-1177;-2923;1779;-2721;-3570;-1643;-2273;-986;-1013;35101;-777;-2336;-8351;-826;-2981;-2915;-2;#N/A N/A;-1622;-5543;-546;-2036;-2378;-363;-344;-1330;-589,6;-109;-189;-449;-341;-837;-796;-1241;-2956;-889;-908;0;-210;0;-320;-8931;-302;-406;-4344;-2828;-581;#N/A N/A;-325;-8542;-266;-278
30.09.2014;9424;2795;594;7072;1174;1566;-9054;317;1342;3903;1205;2823;440;2042;2867;3168;421;-2449;3393;416;4028;1621;4223;3248;2921;#N/A N/A;2206;4198;1099;4188;13250;3200;962;8354;1832,9;1793;-8899;939;1711;4654;2052;3633;3570;3105;3903;3168;683;-2449;3701;8680;4348;1945;8353;5693;3509;#N/A N/A;2491;12396;1384;4463;2997;-980;-264;-7737;-782,6;-499;-3778;-247;1;735;-621;442;-2817;-1053;-800;-402;280;2308;-1404;-7373;-3722;-519;-4084;-986;-3430;#N/A N/A;-2877;-7645;-186;-2535;-15380;-1399;-2733;-2984;-1895,1;-1381;9844;-1570;-1908;-5807;-3276;-5147;-219;-2721;-3258;-2693;-880;-2010;548;-1051;1001;-1353;-2827;-4613;-613;#N/A N/A;-1953;-5872;-678;-2896;-3826;-405;-368;-1282;-658,9;-227;-155;-622;-369;-751;-847;-810;-3130;-1063;-1036;0;-262;0;-308;-8264;-320;-324;-4130;-2445;-588;#N/A N/A;-285;-8198;-285;-275
31.12.2014;30505;2025;1552;2850;737;1657;4489;4330;1693;14996;874;2603;9163;857;5112;525;639;28746;2063;-3171;-1525;1783;2907;3628;1848;#N/A N/A;2618;-1469;696;5245;33722;2429;1995;4340;1503,1;1761;4659;4998;2183;18710;1871;3435;13094;1855;6059;525;864;28746;2404;6497;-1035;2314;7474;5771;2636;#N/A N/A;2883;7415;1031;5599;-21165;-676;-504;-4716;-299;-636;-4318;1433;-18;-12305;-624;-1311;-3968;-991;-1236;608;-446;-70006;-4987;-6742;7204;-913;-5426;-1904;-948;#N/A N/A;-759;-8847;-55;-1514;-6923;-1491;-1949;500;-1952;-1011;2800;-1353;-2197;-12809;12;-1406;-6709;792;-5908;-1126;-448;43719;3607;-1185;-10098;-1201;1332;-4449;-3814;#N/A N/A;-1714;1086;9239;-3180;-3217;-404;-443;-1490;-766,1;-104;-170;-668;-490;-3714;-997;-832;-3931;-998;-947;0;-225;0;-341;-9668;-490;-531;-4567;-2143;-788;#N/A N/A;-265;-8884;-335;-354
31.03.2015;16712;1896;3082;8179;1306,9;880;6434;-486;789;2329;444;2732;2243;2011;2753;199;1555;14879;1870;-5283;2081;987;6504;2390;1058;#N/A N/A;2683;1154;998;441;19081;2269;3404;9570;1699,5;978;6736;88;1080;2872;1270;3552;4446;2918;3610;199;1791;14879;2126;2319;2284;1310;10169;4415;1574;#N/A N/A;3040;7998;1306;680;-22331;-1525;-317;-5481;-349,2;79;-4263;-214;0;-1789;-384;-841;-2113;-836;560;474;-216;-24150;2821;-6606;-6605;173;-13176;-449;-812;#N/A N/A;-2592;-6352;-4653;6592;-1739;411;-1983;-3101;-1793,4;-1103;3056;-2952;-1186;-3618;-664;-2541;-3709;-3414;-3851;-739;-833;4261;-3663;4177;4860;-1437;-3205;-2283;-1509;#N/A N/A;-1375;-1078;-6509;-7052;-2369;-373;-322;-1391;-392,6;-98;-302;-574;-291;-543;-826;-820;-2203;-907;-857;0;-236;0;-256;-7602;-203;-323;-3665;-2025;-516;#N/A N/A;-357;-6844;-308;-239
30.06.2015;12945;820;2147;5068;1097,6;2037;-8236;2605;968;4707;1443;2714;2815;1652;3018;676;1102;17296;1828;-423;2426;1207;4249;1673;2946;#N/A N/A;3818;1683;1067;3832;14988;1163;2530;6849;1513,5;2111;-7840;3297;1338;5472;2088;3988;5656;2808;3883;676;1342;17296;2109;7220;2697;1538;8737;3440;3544;#N/A N/A;4138;8792;1822;4090;-11403;-1325;-236;-5067;-346,5;-719;-7153;-198;166;-3554;-707;-1180;-2489;-1228;-1931;291;207;101621;-5751;-3715;2525;-729;-6995;-1295;-2944;#N/A N/A;-3860;-6491;824;-2105;-2755;-601;-185;-3601;1196,7;-1284;12709;-2597;-312;-3267;-1123;-4336;-5175;-850;-2354;-958;-712;-117643;1141;-4024;-6280;-157;-3120;-1935;-6;#N/A N/A;2729;-3142;-1202;-1878;-2043;-343;-383;-1781;-415,9;-74;-396;-692;-370;-765;-645;-1274;-2841;-1156;-865;0;-240;0;-281;-7643;-271;-331;-4488;-1767;-598;#N/A N/A;-320;-7109;-755;-258
30.09.2015;9857;2441;1054;7520;1534,7;1596;763;2298;1310;5351;780;3006;1724;2124;3288;1799;164;25124;3247;-1450;2995;508;5133;4529;2716;#N/A N/A;2504;2773;1144;4731;13475;2797;1432;8876;1947,4;1734;1270;2859;1664;6140;1506;3538;4903;3328;4236;1799;491;25124;3589;5360;3311;898;9520;5735;3272;#N/A N/A;2766;9174;1505;5020;-1375;-14570;-2024;-5066;-418,5;-159;-3331;-553;-2777;-1001;-882;-546;-2965;-1190;782;-1256;-385;2251;223;-6279;-61;-927;-4425;-9167;-1657;#N/A N/A;-950;-5657;-392;-5243;-6299;11869;-1304;-3974;-3074,9;-204;6791;-2080;-265;-2139;-2399;-2123;-699;-2344;-1807;-516;-712;-30212;-4945;1696;-2624;-411;-4228;6043;-437;#N/A N/A;-2935;-3564;-2562;-348;-3618;-356;-378;-1356;-412,7;-138;-507;-561;-354;-789;-726;-532;-3179;-1204;-948;0;-327;0;-342;-6810;-316;-390;-4387;-1206;-556;#N/A N/A;-262;-6401;-361;-289
31.12.2015;23851;3027;1587;3594;786;1853;5076;2496;1892;3719;771;3789;9293;1050;4370;760;257;16167;2686;-2892;3754;2022;5366;3099;1255;#N/A N/A;3608;-1756;392;4287;27463;3511;2007;5618;1378,7;1979;5704;3119;2338;5085;1835;4480;12547;2456;5279;760;545;16167;3148;4557;4247;2630;10601;5427;2138;#N/A N/A;3922;4380;732;4898;-20450;-975;-405;-3328;-305,8;-6194;-3827;-881;-206;-1391;-1544;-893;-3108;-1798;-5445;808;-312;27258;-5486;-7208;-617;7908;-5447;2728;-773;#N/A N/A;-1437;-5324;-271;-2224;-11444;404;-2426;-536;4160,1;13534;6590;-319;-1939;-3601;123;-1889;-7724;-626;-1628;-1532;430;-44193;5162;740;-2654;-8953;-4559;88;-4039;#N/A N/A;-1929;353;-891;-2131;-3612;-484;-420;-2024;-592,7;-126;-628;-623;-446;-1366;-1064;-691;-3254;-1406;-909;0;-288;0;-462;-7449;-493;-608;-5235;-2328;-883;#N/A N/A;-314;-6136;-340;-611
31.03.2016;9265;1893;3311;8059;1353,4;716;-3115;527;946;1550;-250;2478;3984;2379;4574;850;590;-21383;2227;-4425;1894;-1715;4110;2709;68;#N/A N/A;2760;211;2036;1508;11601;2318;3636;10367;1745,2;840;-2542;1275;1260;2189;490;3278;6193;3529;5530;850;876;-21383;2529;1141;2173;-1429;7497;4055;604;#N/A N/A;3064;4812;2353;1809;-13660;-4181;-321;-5483;-255,9;4348;-3140;-438;-280;-1537;-572;-2944;-2119;-1240;-1886;-146;153;-34581;3640;-5509;1741;-493;-3436;-15520;348;#N/A N/A;-2364;-4349;-281;4355;6884;1536;-2274;-4899;-5864,7;-2082;10194;-4253;-1441;-523;-492;-1842;-5182;-1575;3024;-723;-1894;53686;-3886;1908;-2722;2047;-2685;-782;487;#N/A N/A;1881;678;-1056;-7170;-2336;-425;-325;-2308;-391,8;-124;-573;-748;-314;-639;-740;-800;-2209;-1150;-956;0;-286;0;-302;-5566;-279;-286;-3387;-1346;-536;#N/A N/A;-304;-4601;-317;-301
30.06.2016;7825;-804;2869;5809;895,9;171;9415;2519;962;3807;1449;2848;6328;2495;2588;443;942;-1524;324;-1938;1225;1209;1447;1559;2667;#N/A N/A;3552;248;1857;3204;10634;-416;3241;8464;1248,4;303;10084;3190;1285;4564;2314;4139;8738;3630;3458;443;1184;-1524;671;2531;1600;1572;5333;3845;3216;#N/A N/A;3818;4519;2104;3605;-4470;-2232;-353;-10073;-203,7;-8313;15955;-912;-350;1322;-885;-1192;-2297;-1188;-4452;55;-490;-17483;8498;-3157;-1498;-881;6089;-4170;-1285;#N/A N/A;-3366;-3147;-1409;-4678;-9441;-1830;-2127;949;-1226,8;-2046;-1474;-1559;-584;-1107;-551;-3740;-6362;-2230;-3344;-594;-600;20505;-447;828;-3210;-1123;-14411;1149;-1032;#N/A N/A;-1716;-1860;-990;1849;-2809;-388;-372;-2655;-352,5;-132;-669;-671;-323;-757;-865;-1291;-2410;-1135;-870;0;-242;0;-347;-4469;-375;-363;-3886;-2286;-549;#N/A N/A;-266;-4271;-247;-401
30.09.2016;12556;8895;594;9386;1845,8;2311;-5398;2607;1561;4624;568;2341;2010;2439;3349;1770;511;4192;1425;1246;2562;1544;769;3295;2427;#N/A N/A;2455;1951;2237;4305;16533;9302;1042;11549;2251,1;2452;-4577;3202;1908;5361;1163;3025;4850;3521;4117;1770;788;4192;1751;5311;2971;1938;4894;5758;2903;#N/A N/A;2730;5355;2658;4737;-7397;-2328;-441;-18470;-351,1;-757;-1513;-614;-543;-2372;-161;-2121;-6634;-1532;-951;-1043;-76;-60038;-2008;-5263;-890;-519;-5192;-2683;-396;#N/A N/A;-5396;-3235;-1556;-4381;-6889;-296;-1030;14339;-2761,3;-1963;1577;-2207;-745;-3424;-1653;-550;47;-2912;-4144;-723;-1191;57526;-6990;-1461;-782;-1099;3882;-2208;-1007;#N/A N/A;3618;-1385;5414;-1673;-3977;-407;-448;-2163;-405,3;-141;-821;-595;-347;-737;-595;-684;-2840;-1082;-768;0;-277;0;-326;-4065;-409;-394;-4125;-2463;-476;#N/A N/A;-275;-3404;-421;-432
30.12.2016;23900;-1894;1388;4305;143,4;2337;3122;2230;1773;5560;948;2255;8405;405;3006;1406;814;38911;2940;-302;3081;1143;-1696;4620;1372;#N/A N/A;3521;3509;147;5061;27234;-1409;1864;6293;814,9;2508;3935;2829;2209;6653;1676;3000;11892;1445;3979;1406;1049;38911;3340;3707;3632;1799;3965;8150;2073;#N/A N/A;3772;7396;525;5750;-19122;-614;-468;-14751;-170,9;-417;-2032;-1414;-230;-2174;-162;100;-2937;-1035;-3687;-593;312;-2847;-8407;-2441;-2563;-611;-7335;-3444;334;#N/A N/A;418;-1672;89;-3107;-12225;-343;-2447;2998;-1513,3;-1886;1805;-1601;-1889;-3712;-479;-4505;-8027;-1099;-1504;-775;319;-33581;3564;-1303;-2461;-1133;-162;-3898;-4999;#N/A N/A;-1875;-7160;-823;-2142;-3334;-485;-476;-1988;-671,5;-171;-813;-599;-436;-1093;-728;-745;-3487;-1040;-973;0;-235;0;-400;-4009;-551;-656;-5661;-3530;-701;#N/A N/A;-251;-3887;-378;-689
31.03.2017;9370;5949;4106;8965;1116,3;250;-4227;1632;701;2353;1032;2239;3395;2345;3215;848;850;-22559;883;462;-53;668;-1691;1831;322;-1522;3143;5283;2592;1227;12345;6456;4564;10660;1544;396;-3389;2098;988;2913;1541;3040;5385;3228;3955;848;1114;-22559;1160;3777;286;993;1376;3898;764;-1522;3373;8173;2857;1585;-14202;-2289;-445;-6191;138,1;2685;-1547;-260;-90;-936;-125;-1802;-1861;-1355;303;-515;-724;47112;711;-1473;3193;-139;-4550;-2778;1331;1093;-1710;-3761;-286;4767;643;1545;-3092;-6224;-532,5;-2478;6260;-2443;-1123;-40;888;-1472;-3833;-2019;-2034;-391;-708;46179;2312;-2645;1714;-860;4665;-1746;1737;-201;-4445;-3172;-347;-4907;-2975;-507;-458;-1695;-427,7;-146;-838;-466;-287;-560;-509;-801;-1990;-883;-740;0;-264;0;-277;-3315;-339;-325;-3067;-2067;-442;0;-230;-2890;-265;-358
30.06.2017;6442;658;2910;8722;844,7;3342;-11390;4510;1340;7436;1768;2534;3542;3295;2781;906;560;1550;2862;1747;2924;1700;3986;2044;2188;-1497;3793;3849;1586;2791;8719;1076;3298;11005;1213,4;3537;-10708;4949;1642;8685;2383;3688;5975;4100;3466;906;889;1550;3123;4971;3317;2146;7930;4707;2578;-1497;4001;6947;1855;3239;-3180;-1367;-646;-7369;-146,8;-681;-5159;-1123;517;-13183;-34;-1866;-1681;-900;-1668;-675;-520;51576;-4857;-2628;-1127;-851;-4709;-1438;-2532;2017;652;-2878;-255;-1737;-2125;-2364;-1387;-2686;-1067,8;-1846;3720;-3279;-1678;-1876;-1569;-2070;-4366;-2697;-162;-152;-582;9635;2818;-4450;-6112;903;-2765;3484;-741;-281;-1104;-4924;-1169;-2952;-2277;-418;-388;-2283;-368,7;-195;-682;-439;-302;-1249;-615;-1154;-2433;-805;-685;0;-329;0;-261;-3224;-393;-446;-3944;-2663;-390;0;-208;-3098;-269;-448
29.09.2017;11884;8175;1371;10308;1267,6;2693;2024;2997;1425;12912;728;2499;3215;2675;2722;1731;305;-4895;4024;2273;1259;-472;2898;3285;2158;833;2912;2622;1575;4439;15749;8641;1879;12440;1684,5;2876;2713;3396;1750;14951;1241;3631;5700;3570;3570;1731;575;-4895;4298;5497;2432;-29;7169;6264;2520;833;3080;7535;2014;4889;-9942;-2239;-485;-6904;1174,7;-852;-11123;-218;-781;-14363;-274;-2534;-2312;-821;-1906;-1186;-12;23167;-4551;-933;2737;-668;-3728;-6316;1472;2096;-2505;-2555;-391;-3011;-4089;-3620;-2675;-6315;-2733,8;522;14132;-3314;-792;-3839;-1593;-1642;-2831;-3113;-2428;-494;-958;-9642;-2253;-2575;-3783;-128;-3497;-2560;-3185;-752;-1250;-4756;-10575;-1682;-3865;-466;-508;-2132;-416,9;-183;-689;-399;-325;-2039;-513;-1132;-2485;-895;-848;0;-270;0;-274;-3224;-1173;-443;-4271;-2979;-362;0;-168;-4913;-439;-450
29.12.2017;25483;-3209;1747;5289;489,7;2672;-8082;2468;1401;17777;-158;2916;8134;1256;4768;924;1095;15077;4709;2452;3304;1721;1878;3172;623;-5858;3859;2910;625;6389;28293;-2577;2290;7875;1109,3;2813;-7108;2903;1860;21056;541;3684;11277;2237;5733;924;1323;15077;4959;6093;4019;2521;7843;7241;1179;-2743;4070;7411;1003;7089;-13590;-2704;-652;-331;-604;-707;-10553;-457;-2732;-14868;-533;-1171;-3225;-1043;-3809;-87;-214;-93606;-9545;-3286;-58;-1361;-5469;-5230;-2583;2312;3990;-6536;-599;-4759;-7501;993;-1592;-1569;-712,7;-3941;11102;-2234;1094;-7336;-1345;-105;-8358;-563;-857;-872;-218;-23444;9594;-4819;-5766;-698;-4554;-7653;-5017;-1771;-1479;-1964;-1828;-3756;-2810;-632;-543;-2586;-619,6;-141;-974;-435;-459;-3279;-699;-768;-3143;-981;-965;0;-228;0;-250;-3641;-715;-800;-5965;-4069;-556;-3115;-211;-4501;-378;-700
29.03.2018;10935;7892;3425;9217;1092,4;2703;-2527;2742;-161;2948;178;2443;3343;3463;3732;554;556;-35109;1826;2046;705;116;2096;3374;339;10;2175;5170;1917;1597;15130;8369;3981;12151;1645,2;2916;-964;3136;143;3606;935;3353;5161;4526;4602;554;787;-35109;2063;5043;1155;453;6648;6284;613;10;2416;8519;2205;1983;28710;-4517;-548;3844;-359,1;-430;-9213;119;281;-925;-800;97;-1682;-2762;-1764;-381;752;-45021;-693;-2889;-197;-976;-5285;-4791;1321;-106;5757;-1859;-3557;9667;-26272;2410;-3429;-19633;-1281,9;-2386;20629;-2837;14;-5866;-528;-5556;-2343;-2264;-2809;-120;-2181;63638;-3127;-580;-2568;-791;-1316;-1372;441;-907;-19081;-5712;1268;-10665;-4195;-477;-556;-2934;-552,8;-213;-1563;-394;-304;-658;-757;-910;-1818;-1063;-870;0;-231;0;-237;-2997;-450;-337;-4552;-2910;-274;0;-241;-3349;-288;-386
