;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity
31.03.2010;13499;23193;16863;14503;5610,1;1959;14358;15216;6348;15631;8238;19178;99811;8580;22858;6119;4733;30806;7158;44669;11422;12040;26913;10299;7525;#N/A N/A;10368;80222;16987;16576;3979;2016;1305;5173;1674,1;1122;6742;1174;1445;4767;508;3968;5737;1511;2791;;654,2;;1850;6232;645;1523;4441;3448;2183;#N/A N/A;2345;8909;1086;3561;3074;1191;725;4006;1089,8;713;3456;519;930;4526;233;2585;3301;953;2601;647;496,4;3326;885;4552;299;866;443;2442;1614;#N/A N/A;2192;6300;669;2026;3074;1166,3;725;3924,75;1119,8;714,3;3244,65;521,6;1014;3616;298,95;2691,195;3301;953,65;2545,6;662;496,4;4858,35;748;4743,25;579,67;886;1366,69;2417,95;1844;#N/A N/A;2184,6319;6500;683,3;2782,1;3979;1978;1305;5173;1704,9;1124;5080;1178;1445;4767;508;3968;5737;1512;3275;930;654,2;7436;1048;6501;1171,5;1590;4243;3448;2279;#N/A N/A;2403;8909;1108;4435;4195;2264;1743;5867;1992;1184;7117;1579;1732;5501;1062;4767;7601;1935;4001;;735,1;;2071;9314;2332;1850;8563;4589;2478;#N/A N/A;2818;12189;1334;5612
30.06.2010;15700;23264;19410;16039;5945,5;2029;10524;15573;6731;15330;10409;18926;103726;10002;23724;6179;5077;28133;7415;48850;11346;13802;26773;10765;8674;#N/A N/A;10836;82747;17199;17132;4234;1901;2049;5930;1845,3;1137;3131;1307;1596;4296;977;2950;6190;2286;4273;;668;;2205;6830;917;1882;410;3981;2763;#N/A N/A;2325;9953;829;4201;3253;1123;1192;4518;1225,8;716;613;787;1121;3449;707;2185;3596;1331;3386;670;522;4795;1017;5409;752;1110;-1192;2887;2369;#N/A N/A;1935;7560;463;2475;3253;1112,6;1192;4507,6;1231,1;716;982,75;789,65;1121;3395,65;735,6;2185;3596;1326,45;3336,2;645;522;4425,4;866;5316,7;603,865;1190;1541,9;2885,05;2441;#N/A N/A;2018,5753;7969,75;490,3;3367;4234;1885;2049;5930;1852,1;1137;2263;1308;1596;4296;998;2950;6190;2279;4186;1009;668;7203;1371;6679;1122,3;2042;4616;3998;2841;#N/A N/A;2508;9968;871;5285;4507;2150;2477;6648;2156,8;1200;3571;1756;1868;5007;1539;3730;8074;2718;5456;;751,2;;2425;9971;2865;2221;4587;6271;3079;#N/A N/A;2940;13319;1092;6414
30.09.2010;20343;23668;16598;16195;6304,9;2117;10712;16967;6874;14982;11134;20122;101952;9742;24271;6482;5175;26928;7583;46372;11124,9;13620;26484;11102;8426;#N/A N/A;10750;85181;16870;15995;5447;2145;1448;7116;2096,5;1113;4620;1387;1576;4022;1187;4501;5611;1463;4388;;761;;2250;5718;1369,6;1928;3383;4136;2344;#N/A N/A;2351;9967;746;3763;4308;1277;834;5410;1388,4;774;1898;837;1106;3417;792;3081;3436;835;3589;1005;559;4418;1093;3768;341,6;1198;659;2955;2055;#N/A N/A;1930;7350;470;866;4308;1276,35;834;5387,9;1389,9;771,4;1884,55;880,55;1106;3417;795,25;3028;3245;872,7;3550,95;849;559;5482,8;943;3808,95;1392,78;1237,05;1611,35;2925,75;2132;#N/A N/A;1897,5;7351,3;548,6;3104;5447;2144;1448;7116;2100,1;1109;3038;1454;1576;4022;1195;4501;5611;1521;4322;1240;761;8455;1419;5788;2036,8;2145;4853;4136;2444;#N/A N/A;2404;9969;881;4761;5776;2392;1874;7810;2409,2;1191;4978;1803;1854;4747;1752;5190;7498;1897;5591;;839;;2498;9119;3249,5;2270;7406;5278;2667;#N/A N/A;2904;13811;1008;5992
31.12.2010;26741;24030;15126;19953;6214,1;2238;10373;16550;6709;15644;12807;21347;116360;10716;29019;6332;4842;29608;7849;49716;12094;14864;26395;11457;10494;#N/A N/A;10407;93428;17344;17354;7827;1802;1037;8165;1857,2;1366;5205;1103;1301;3442;1291;4260;8004;2003;6698;;582;;2082;6595;-563;1853;6411;4023;1159;#N/A N/A;1684;11293;941;2093;6004;1043;587;6634;1242,3;884;2387;1164;928;1942;968;3333;6056;1302;5257;894;457;4831;1062;5295;-531;1199;2639;3180;5771;#N/A N/A;1521;9250;580;2890;6004;1222,8;587;6557,3;1231,612;884;2427,85;796,95;928;2864;996,6;3330,004;4779;1261,05;5214,85;916;457;5742,55;988;5157,85;1293,29;1232,1;1214,05;3160,5;11182;#N/A N/A;1576,3346;9250,65;586,5;2601,15;7827;1986;1037;8165;1845,1;1366;3783;1106;1301;3442;1298;4352,3138;8004;1940;6617;1251;582;9059;1370;6385;2243,6;2047;4417;4023;2015;#N/A N/A;1908;11294;951;3430;8183;2122;1463;8828;2191,3;1433;5936;1560;1584;4211;1906;4971;10010;2450;7932;;665;;2310;10034;1303;2145;10494;5229;1668;#N/A N/A;2371;15563;1214;4087
31.03.2011;24667;25432;16823;16428;6111,6;2245;13643;14910;7311;16173;12949;19893;104189;9077;24607;6278;5079;28763;7624;56278;11580;12680;26990;12847;10517;#N/A N/A;10866;101335;18502;16502;7874;2221;1422;5709;1825,9;1383;5789;1000;1578;4601;1833;3705;5896;1528;3445;;690;;2325;9193;2213;1688;4453;4158;2284;#N/A N/A;2183;14193;1207;3945;5987;1346;812;5232;1209;881;2735;586;1081;3476;1225;2873;3399;942;2863;839;523;5555;1177;6211;1043;1012;1439;3160;1903;#N/A N/A;1807;10650;739;2222;5987;1314,8;812;4649,45;1209;884,9;2134,55;588;1081;3747;1206,15;2775;3394,5;942;2882,75;844;523;5906,25;1037;6469,05;1763,7706;985;1439;3158,05;1994;#N/A N/A;1901,6929;10650;739;3465;7874;2173;1422;5709;1825,9;1389;5887;1000;1578;4601;1815;3705;6014;1528;3679;1045;690;9242;1523;9588;2699;1718;4453;4186;2508;#N/A N/A;2346;14193;1207;5088;8308;2491;1846;6429;2165;1453;6383;1380;1867;5356;2408;4408;7881;1984;4673;;778;;2552;12319;4044;2004;8477;5600;2770;#N/A N/A;2756;17954;1463;6049
30.06.2011;28571;25234;20232;17367;6905,4;2322;9549;16543;7680;16597;14230;20860;109366;10675;26666;6388;5766;30575;8195;64407;12151;14469;27536;13032;12737;#N/A N/A;11195;112781;18371;16485;9379;2099;2294;6171;2189,1;1345;3880;1534;1655;3739;1601;3285;6383;2412;4786;;782;;2342;10930;1738;2150;4892;3935;3179;#N/A N/A;1456;14572;951;4021;7308;1267;1363;5874;1410,2;1005;1087;941;1160;2776;1015;2510;3801;1476;3664;-364;594;5431;1331;7732;2024;1318;1609;2954;2800;#N/A N/A;1232;10680;603;2610;7308;1284,55;1383,8;5861;1411,76;961;1016,25;929;1160;3532,4;1221,05;2454;3875,75;1495,12;3760,85;-351;594;6258,45;1180;7665,7;2400,0468;1257,692;1609;2981,3;2709;#N/A N/A;1766,1088;10680;603;3386;9379;2126;2326;6171;2191,5;1345;1557;1514;1655;4415;1632;3285;6449;2446;4955;-649;782;9960;1593;10828;2657;2109;4892;4010;3356;#N/A N/A;2236;14572;951;4881;9860;2369;2719;6860;2539,2;1419;4252;1963;1974;4516;2200;4020;8425;2888;5993;;868;;2620;14187;3570;2472;9005;5439;3650;#N/A N/A;2129;18453;1220;6326
30.09.2011;28270;25280;17326;17372;7166,3;2383;5585;17727;7531;16005;15716;21530;110226;10425;26157;6407;6081;27106;8146;59287;12022;14235;27913;14233;12248;#N/A N/A;11256;111991;17967;16609;8710;2070;1615;7203;2394,7;1362;1268;1714;1581;3920;1759;4250;5878;1858;4965;;870;;2286;10169;2257;2151;4647;4785;2754;#N/A N/A;2210;13923;1266;4088;6623;1271;934;5738;1507,3;880;-393;1098;1088;3202;1141;3024;3336;1087;3839;333;645;4262;1235;7829;1692;1324;1379;3468;2224;#N/A N/A;1777;10330;792;3738;6623;1249,55;934;5736,05;1503,01;880,65;-682,15;1094;1088;3443;1245;2911;3344;1092,85;3853,2;334;645;4004,9;1112;7249,7;1904,2816;1315,014;1577,73;3432,25;2405;#N/A N/A;1922,4798;10330;615,2;3444;8710;2037;1615;7203;2388,1;1363;-1121;1714;1581;3920;1885;4250;5878;1867;4979;427;870;5924;1530;9280,7692;2667;2217;4976;4840;2966;#N/A N/A;2417;13923;980;5451;9253;2364;2031;7929;2753;1439;1657;2131;1892;4703;2417;4993;7918;2320;6157;;956;;2514;13384;4160;2492;8826;9260;3220;#N/A N/A;2831;17789;1554;6335
30.12.2011;46333;25916;16014;20885;6822,7;2547;8016;19555;7089;16255;17243;21744;123169;10779;29486;6373;5546;24394;8317;56314;12294;14377;28436;13887;11040;#N/A N/A;11527;107419;18157;16141;17340;2074;1330;7994;2120;1618;3214;1597;1364;3324;1960;2680;8401;2186;7091;;645;;2323;8007;1462;1845;-1112;4599;1956;#N/A N/A;2734;11416;900;2852;13064;1258;774;6624;1376,6;1029;1013;1393;954;218;1547;1690;5163;1464;5490;618;469;3728;1192;5123;1512;1325;-2023;3360;1657;#N/A N/A;2182;9400;554;1439;13064;1253,45;790,9;6419,25;1376,795;1029;1002,05;987,4;954;3129;1752,4;3154,491;5434,94;1467,9;5692,5;627;480;4145,2;1074;5167,85;2225,05;1266,35;1462,05;3382,75;1843;#N/A N/A;1946,7;9400;575,45;2634;17340;2067;1356;7994;2120,3;1618;1284;1593;1364;3304;2293;4370,14;8401;2192;7391;860;645;5855;1577;8073;2621;1924;4513;4631;2239;#N/A N/A;2370;11416;933;4009;18061;2364;1747;8672;2487,5;1698;3728;2031;1681;4167;2655;3393;10440;2671;8279;;737;;2508;11320;3323;2146;3068;6188;2487;#N/A N/A;3298;15491;1177;5103
30.03.2012;39186;27282;17808;17407;6546,6;2578;11801;19383;7486;16139;15981;20194;113010;9629;24673;6392;5656;29087;8161;57109;11731;12416;28242;12906;11137;#N/A N/A;11588;110696;18651;14885;15384;2317;1714;6374;1964,6;1606;5033;1565;1634;4564;2323;3299;6387;1833;3631;;777;;2347;10260;2539;1713;5195;3810;2509;#N/A N/A;2750;12758;1105;4093;11622;1388;1035;5108;1266,7;1292;2109;923;1125;3910;1586;2411;3742;1143;3066;806;560;4924;1256;6471;1738;330;1686;2738;2054;#N/A N/A;2165;9450;683;1794;11622;1362,65;992;5085,9;1266,7;1292;2334;924;1153,244;3804;1576,25;2689,536;3742;1051;3286,55;805;569;6102,598;1262;6356,8;2029,4147;1001,051;1686;2718,5;1980;#N/A N/A;2174,7451;9450;683;3282;15384;2278;1714;6374;1964,6;1606;3581;1565;1677,4523;4564;2386;3863,3631;6387;1687;3966;1163;777;9312;1804;10089,3077;2892;1722;5195;3810;2564;#N/A N/A;2786;12758;1105;5099;16124;2613;2124;7140;2329,3;1686;5466;1991;1947;5337;2984;4270;8493;2321;4788;;871;;2601;13465;4329;2031;9223;5595;2956;#N/A N/A;3381;16600;1388;6345
29.06.2012;35023;27265;20570;18059;6915,9;2565;8592;20005;7534;16475;17374;20212;114282;11088;25783;6359;6236;25133;8515;57851;12311;13807;28552;13501;13085;#N/A N/A;11690;104718;17752;13968;11573;2226;2569;192;2155;-2607;3380;1548;1728;4172;2616;3063;6698;2953;4857;;773;;2429;9527;2641;2179;5651;3832;3294;#N/A N/A;2371;11623;873;4868;8824;1337;1532;-492;1347;-1839;962;967;1167;1408;1699;3631;4016;1831;3881;499;549;4960;1339;7210;1793;1328;1825;2827;2788;#N/A N/A;1917;15910;537;3253;8824;1304,5;1532;6242,45;1347;1055;994,6;968,3;1167;3644;1695,45;2336,4;4016;1835,55;4042,5;503;574,6;4438,14;1336;6854;2196,4701;1446,788;1825;2837,4;2816;#N/A N/A;2138,5175;8410;545,652;3627;11573;2176;2569;6385;2155;1491;1519;1550;1728;6772;2550;3423,6154;6698;2960;5113;700;773;6649;1894;8978,3077;3121;2162;5651;3832;3413;#N/A N/A;2672;1623;886,3108;5222;12408;2552;2992;989;2520,9;-2523;3789;1970;2049;5024;3305;3840;8825;3475;6033;;874;;2682;12811;4445;2486;9779;5671;3802;#N/A N/A;3157;15522;1169;6508
28.09.2012;35966;27302;18130;16008;7152,4;2731;10144;20008;7497;17052;16445;20739;113800;10782;24747;6512;6474;27799;8420;53497;11488;15042;29007;13457;12340;#N/A N/A;11876;102852;17073;12953;10944;2610;1733;5308;2287,2;1522;4091;1559;1678;3625;2596;3951;6093;2030;4290;;769;;2428;7548;2260;2041;5483;3841;2793;#N/A N/A;2651;13227;586;3118;8223;1557;947;4466;1455;1662;1512;1032;1161;2968;1699;2814;3635;1244;3824;864;567;5708;1250;5253;1729;1415;1593;2972;2311;#N/A N/A;2092;9570;353;3208;8223;1544;947;4475,75;1459,03;1036,3;1799,25;1034,65;1161;3521;1564,9;3043,317;3619;1235,99;4267,2;867;585;5434,754;1241;4784,95;1945,9082;1270,548;1822,28;2943,4;2324;#N/A N/A;2158,8898;9570;440,55;2951;10944;2590;1733;5308;2293,4;1524;2823;1560;1678;4304;2380;4350,1031;6093;2024;4966;1265;769;8056;1877;6830,9231;2531;2135;5867;3841;2790;#N/A N/A;2731;13227;703;3624;11925;2927;2157;6018;2659,1;1611;4487;2024;2000;4630;3316;4661;8182;2522;5481;;873;;2672;10918;3983;2463;9650;5734;3307;#N/A N/A;3263;17264;896;4695
31.12.2012;54512;28769;18246;21456;6952,1;2846;11127;22302;7387;17558;16075;22175;127776;11341;29304;6477;5955;26165;8685;54123;11738;16443;30045;13477;11455;#N/A N/A;12098;101409;17316;13891;17210;2101;1750;7771;2197,8;1800;6204;1624;1443;3508;1038;4492;8580;1990;7666;;694;;1473;7678;1773;1751;-3169;3155;2183;#N/A N/A;2789;12273;701;2835;13078;1244;1021;6377;1396,1;1293;2892;978;991;2567;697;4057;5606;1382;5833;304;384;5692;637;7245;908;2057;-4229;2468;1866;#N/A N/A;3143;9950;413;6315;13078;1213,45;1021;6349,05;1397,27;1294,95;2855,1;973,45;1019,048;3376;923,05;3524,944;5593;1384,3;5898,35;328;521;6634,381;917;5826,8;1444,55;1212,4942;922,1;2448,5;2171;#N/A N/A;2320,1908;9350;460;2526;17210;2054;1750;7771;2199,6;1803;4347;1617;1486,1508;3563;1576;3786,9062;8580;2092;7775;365;694;9007;1329;5495,1538;2140;2072;4293;3155;2483;#N/A N/A;2852;11349,9231;777;3837;18798;2471;2177;8780;2583,8;1892;6704;2122;1775;4544;1781;5230;17058;2504;8818;;801;;1713;11232;3434;2228;968;5160;2696;#N/A N/A;3409;16383;1014;5052
28.03.2013;43603;30340;19124;20489;6605,3;2958;11773;18893;7634;17505;13210;20598;114070;10554;23408;6328;6187;27616;8400;52263;10671;14399;29420;12580;11035;#N/A N/A;12216;96336;18647;12410;12558;2139;2094;7612;1949,5;1860;5056;1528;1646;4880;1218;3405;6438;2144;3457;;873;;2428;7761;1699;2006;6222;2519;2408;#N/A N/A;2942;11083;1130;3870;9547;1192;1226;6055;1270,2;1270;2260;1106;1129;3497;880;2566;3784;1513;3032;896;866;6529;1280;6178;1593;1266;1952;2045;1751;#N/A N/A;2478;9500;756;2750;9547;1154,95;1226;6494,4;1270,2;1270,65;2309,55;1091,7;1129;4071,25;925,95;2834,377;3771;1444,15;3252,9;883,5;662;6298,7;1270;6230;1593,55;1184,1;1952;2028,1;1990;#N/A N/A;2387,5776;9500;756;2849;12558;2082;2094;8345;1949,5;1861;3560;1506;1646;4944;1247;3945,7015;6438;2195;3771;1302;873;9340;1911;7840;1946;2020;6222;2519;2611;#N/A N/A;2980;11083;1130;4177;14250;2475;2529;8665;2340,6;1958;5358;1957;1982;5916;1941;4145;8625;2694;4610;;984;;2673;11242;3373;2450;10340;4583;2881;#N/A N/A;3470;15193;1457;5644
28.06.2013;35323;30408;22522;19896;7083,8;3001;10449;21815;7752;17877;14621;20655;116830;11578;24924;6674;6697;27652;8737;53199;11010;16006;29786;12811;12749;#N/A N/A;12417;95498;18313;12973;9201;2401;3018;6073;2197,7;1828;4482;1716;1702;5066;1557;2633;6777;2944;3904;;911;;2487;6527;1330;2507;6555;2719;3243;#N/A N/A;2814;9237;860;4287;6900;1436;1795;4965;1396,5;1225;1931;1088;1197;3833;960;1875;4069;1847;3226;925;662;6496;1405;5365;906;1560;2246;2000;2676;#N/A N/A;2270;6860;624;14095;6900;1404,15;1795;4944,85;1396,5;1224,35;1919,5;1086;1197;4289;893,05;2273,226;4059;1885;4065,1;1034;690;6353,2;1400;5314,3;1457,2;1528,05;2102,4;1992,85;2832;#N/A N/A;2465,675;6860;688;3164;9201;2352;3018;6073;2197,7;1827;2735;1716;1702;5632;1477;3305,7446;6777;3004;5181;1096;911;9686;2008;6443;2191;2504;6318;2719;3418;#N/A N/A;3063;9237;959,3077;4585;10895;2741;3460;7056;2588,6;1929;4748;2152;2037;6056;2318;3427;8992;3513;5040;;1027;;2739;9939;2985;2946;10706;4710;3717;#N/A N/A;3405;13642;1178;5913
30.09.2013;37472;30624;19470;18529;7323,4;2973;8280;22130;7916;17575;13423;20830;115688;11568;23338;6452;6971;25504;8785;54380;11032;15462;30279;13483;12030;#N/A N/A;12085;100508;18313;12643;10030;2631;2293;6334;2416,7;1751;3725;1803;1739;4697;1401;4120;6310;2089;4813;;1074;;2488;6935;1595;2366;7128;3504;2472;#N/A N/A;2455;10259;860;3806;7512;1570;1351;5244;1522,2;1192;1517;1158;1230;2982;946;3027;3738;1394;4041;864;779;-380;1366;4950;1124;1432;2232;2950;2447;#N/A N/A;1996;7870;624;2590;7512;1590,15;1351;5248,55;1522,2;1192;1568,1;1158,65;1230;3919;952,5;3009,486;3723;1406,15;4336,25;839;779;5664,75;1354;5028;1600,55;1474,2;2203,26;2745,25;2330;#N/A N/A;2401,9999;7870;688;3205;10030;2662;2293;6334;2416,7;1751;2381;1804;1739;5861;1430;4249;6310;2159;5101;1290;1074;9749;2004;7057;2582;2494;6850;3628;2848;#N/A N/A;3006;10259;959,3077;4121;11813;2980;2733;7288;2811,2;1857;4005;2261;2082;5673;2180;4891;8508;2648;5988;;1196;;2754;10593;3300;2818;11282;5525;2969;#N/A N/A;3046;14546;1178;5327
31.12.2013;57594;31117;17696;24519;7093,2;3155;10372;23785;7569;18355;14402;21099;129706;12309;27385;6737;6431;25511;9010;51822;11319;16759;31065;13834;11040;#N/A N/A;11155;98355;18329;13558;17463;2452;1761;7969;2200,4;2077;5142;1515;1579;3734;1452;4302;7347;2652;6898;;735;;2443;5990;1329;2330;12063;3549;2105;#N/A N/A;1667;9722;773;3043;13072;1427;1013;6558;1397;1407;2332;1233;1103;3519;1003;3428;4431;1840;6185;988;534;5278;1308;4930;781;1463;5067;2625;1710;#N/A N/A;1429;8350;695;2568;13060,95;1398,4;1013;6512,5;1397;1407;2746,55;1497,55;1103;3561;923,6;3273,255;4943,26;1848,45;6369,95;987;534;5546,5;1338;4976,8;1538,25;1531,53;1907;2690;2072;#N/A N/A;2004,544;8350;726;2883;17463;2408;1761;7969;2200,4;2077;4319;1922;1579;4072;1554;4475;8298,1692;2665;7156;1452;735;8626;2046;6058;2494;2466;6068;3665;2383;#N/A N/A;2502;9722;817;3827;19607;2802;2201;9230;2609;2184;5616;2036;1936;4836;2276;5057;9617;3213;8112;;859;;2700;9625;3283;2730;16246;5505;2638;#N/A N/A;2279;14102;1105;4532
31.03.2014;45646;31708;19687;20403;6700,3;3163;10885;20465;7831;18115;13241;19641;114960;11649;22236;6708;6972;25341;8612;49032;10264;14745;30818;12764;10576;#N/A N/A;11545;93896;19605;11353;13593;2054;2277;6974;1936;2048;4578;1542;1716;5628;1398;3306;6193;2896;2954;;934;;2647;5641;1928;2098;7160;2510;2376;#N/A N/A;2542;10280;1081;3470;10223;1099;1379;5660;1204,8;1598;2033;965;1207;4727;922;2609;3593;1917;2384;1052;682;5269;1432;4512;1705;1213;3947;1930;1619;#N/A N/A;2181;9100;716;2329;10184;1069,1;1323,96;5601,5;1204,8;1598;2111,5;965;1207;4426;1024,85;2823,233;3578;1973,95;3097,3;1044,35;682;4927,45;1420;4784,1;1505,75;1296;2894;2012,55;1886;#N/A N/A;2205,5929;9100;728;2945;13593;2008;2277;6974;1936;2048;3271;1542;1716;5764;1557;3884,82;6193;2981;3793;1561;934;7782;2208;6036,6154;2265;2223;7160;2647;2727;#N/A N/A;2638;10280;1100;3630;15480;2414;2724;8229;2346,4;2155;4968;1990;2066;6641;2179;4097;8443;3476;4095;;1066;;2896;9771;3682;2565;11297;4517;2849;#N/A N/A;3150;14472;1412;4926
30.06.2014;37432;32574;23811;23382;7181,7;3155;10704;22045;8134;19495;14150;19596;120125;12466;24047;6785;7425;26741;9074;53463;10934;17191;31483;13831;12574;#N/A N/A;12357;97848;19401;12773;10282;2552;3448;6482;2189;2020;4400;1787;1856;5966;1475;3162;6740;3498;5090;;937;;2755;6672;1241;2355;7685;3844;3170;#N/A N/A;2681;8726;889;3950;7748;1408;2050;4612;1387,1;1360;2037;1653;1267;4326;999;2579;4093;2245;4137;683;698;5980;1529;5665;2004;1680;4214;2796;2595;#N/A N/A;2247;8780;722;2912;7715,5;1338,45;2036,47;4804;1387,1;1360;2178,55;1650,7;1267;4775;1099,05;2797,588;3823;2245;4131,5;688;698;5955,55;1254;4966,35;1737,9;1315,088;3780;2823,3;2764;#N/A N/A;2676,9245;8780;736;3074;10282;2445;3448;6227;2189;2020;3168;1785;1856;6390;1602;3705,9815;6740;3498;4893;977;937;9051;1898;5597,1538;2354;2520;6978;3925;3416;#N/A N/A;3202;8726;909;4199;12228;2916;3897;8224;2602,2;2129;4694;2239;2214;6918;2264;3986;9017;4055;6256;;1077;;3021;10514;2994;2823;11846;6014;3664;#N/A N/A;3309;13011;1227;5374
30.09.2014;42123;32759;20516;23201;6987,1;3229;9635;23784;8137;18467;13549;20792;119001;12389;22397;6886;7982;26288;8723;49706;10557;14613;31586;14554;11976;#N/A N/A;12245;95687;19057;12361;11165;2903;2553;5844;2072,5;1552;4553;2119;1901;5577;1392;2940;6265;2323;4239;;1241;;2666;6006;1324;2612;6890;4540;2711;#N/A N/A;2342;9574;834;3682;8467;1602;1537;4540;1068,4;1073;2241;1362;1303;4749;1017;1990;3711;1499;18;919;962;5565;1477;5593;895;1854;3695;3317;2114;#N/A N/A;1828;8070;-221;2666;8416,3;1582,5;1555,2;5397,65;1324,188;1356;2087,1;1362;1303;4292;1069;3035,64;3711;1546,45;5792,85;938;962;5600,55;1466;5269,45;1616,55;1723,55;3695;3341,05;2316,45;#N/A N/A;2283,1845;8070;781,55;3099;11165;2873;2581;6984;2072,5;2005;3219;2119;1901;4427;1472;4209;6265;2396;7834;1311;1241;8641;2246;5505,2308;2687;2562;6890;4560;2840;#N/A N/A;2951;9574;1044,3077;3998;13134;3276;3002;7272;2485,9;1664;4854;2597;2251;6516;2190;3734;8619;2913;5378;;1388;;2915;9954;2935;3029;11057;6738;3221;#N/A N/A;2938;13936;1149;5008
31.12.2014;74599;33433;19162;26470;6572,2;3382;8861;24468;7719;18254;14244;18495;131565;13391;24113;6783;7380;24639;9486;40107;10482;14980;33192;14721;10872;#N/A N/A;11936;76085;19554;13118;24246;2765;2191;7776;1751,7;2238;4383;2025;1662;3788;1063;3579;7949;3208;5508;;889;;2630;1407;1177;2280;-2136;4453;1451;#N/A N/A;2622;5502;840;2148;18024;1510;1379;5863;1097,5;1569;2166;1466;1179;2521;757;2372;4966;2182;5484;1038;655;4931;1447;3471;7316;1473;-2231;3661;770;#N/A N/A;2397;6570;850;1228;18009,7;1491,8;1379;6154,77;1097,5;1569;2154,85;1531,65;1179;3612;822,47;3132,158;5128,1;2182;5162,2;1045;655;5509,2;1257;2608,5;1076,65;1483,95;7621,09;3546,6;1930;#N/A N/A;2195,5145;6301;991,05;2856;24246;2737;2191;8019;1751,7;2238;3399;2126;1662;3944;1163;4475,3877;8198,3846;3208;4957;1530;889;7649;1928;74,0769;2234;2463;5371;4510;2329;#N/A N/A;2842;5088,1538;909;3638;26821;3146;2632;9297;2159,2;2358;4735;2553;2012;7683;1858;4325;10241;3800;6554;;1043;;2878;6280;2750;2748;1932;6627;1950;#N/A N/A;3250;9960;1159;3479
